,word,clusters,source
1347,relativistic theory,"Relativity theory, relativistic equations, relativistic theory, relativistic theorytime, relativistic viewpoint, relativistically, relativity theory",5
1348,reversed,"C-reversed, M-reversed, T-reversed, altered, draw based, generated, governed, non-reversed, perversely, refers, released, remember, repelled, reported, revealed, reverse, reversed, reversed mass, reverses, revised, severe, time-reverse, time-reversed, travelled, traverse, traversed, zero everywhere",5
1349,absence,"Hence, absence, absent, absorb, absorbed, advances, audience, essence, mass cancel, non-sense, nonsense, observe, observer, obstacle, presence, science, sciences, total absence, viable model",5
1350,discrete symmetry,"Cdiscrete symmetry, Discrete Symmetries, Discrete symmetry, Idiscrete symmetry, Mdiscrete symmetry, Pdiscrete symmetry, Tdiscrete symmetry, areadiscrete symmetry, assume symmetry, definable asymmetry, discrete elements, discrete symmetries, discrete symmetriesblack, discrete symmetriesdiscrete, discrete symmetriesnegative, discrete symmetry, exchange symmetry, fielddiscrete symmetry, holediscrete symmetry, manifestly symmetric, massdiscrete symmetry, observed asymmetry, ofdiscrete symmetry, spacetime symmetry",5
1351,acceleration,"accelerated motion, accelerating, acceleration, accelerationglobal, accelerationlocal, accelerations, acceleratorquantum, acceptable solution, accumulation, accumulations, cancellation, cancellations, decelerating, deceleration, mass acceleration, upward acceleration",5
1352,motion,"action, action', adoption, emission, horizon, mention, motion, motions, motive, notion, notions, photon, portion",5
1353,consequence,"Consequently, Hans Reichenbach, consequence, consequences, consequent, consequent gain, consequently, costs whenever, direct consequence, obvious consequence, simple consequence, subsequent, void consequent",5
1354,principle,"Principle, fieldprinciple, forceprinciple, lawprinciple, mass principle, massprinciple, plausible, principle, principles, spaceprinciple, strikingly simple, theprinciple",5
1355,fundamental,"fundamental, fundamentally, rudimentary",5
1356,equivalence,"equivalence, equivalences, equivalent, equivalently, lawequivalent",5
1357,microscopic,"macroscopic, microscopic, microstates",5
1358,context,"conceal, concept, conduct, contact, content, context",5
1359,thermodynamics,"chromodynamics, seethermodynamics, sourcedynamic, thermodynamic, thermodynamically, thermodynamics, thermodynamicstime",5
1360,equations,"calculations, deviations, educational, emanating, equation, equations, equations allows, equationstime, equationsvacuum, estimations, fluctuations, foundations, gravitons, key questions, limitations, locations, occasions, operations, perturbations, quantities, quark turns, questions, situation looks, situations, violations",5
1361,existence,"epistemology, evidence, existed prior, existence, exists inside, insistence",5
1362,universe,"closed universe, empty universe, multiverse, universal, universally, universe, universe's, universelocal, universetime",5
1363,relativity,"Relativity, activity, negativity, relatively, relatively late, relativistic, relativity, relativity allowed, relativized, sensitivity",5
1364,positive mass,"positive mass, positive masses, positive momentum, positive normal, positive sign, positive space, sufficient mass",5
1365,signs,"Bidir, assigned, assigning, gives, higher, insights, isn't, opens, shows, sides, sign, signal, signals, signs, signs due, signs needs, single, sizes, sorts, stages, synonym, turns, witness",5
1366,possibility,"impossibility, likely possibility, mere possibility, plausibility, positivity, possibilities, possibility, possibility opened, possibility raised, possibly, probability, real possibility, stability, variability",5
1367,event horizon,"event horizon, event horizonblack, event horizondiscrete, event horizonnegative, event horizonquantum, event horizons, event horizonsecond",5
1368,reference,"beforehand, difference, differences, frequency, preferable, preference, reference, references, represented, seem preferable",5
1369,appear,"actual, apparent, appeal, appear, appear obvious, appearances, appeared, appeared odd, appearing, appears, clear, happen, happens, nuclear, paper, polar, spread, upper",5
1370,requirement,"basic requirement, environment, freedom requirement, mere requirement, priori reject, refinement, require entropy, require unlikely, required binary, required shift, requirement, requirementgeneral, requirements, requires entropy, severe disagreement, similar requirement",5
1371,repulsive,"exclusive, fieldrepulsive, net repulsive, repulsion, repulsive, repulsive field, repulsive voids, repulsiveness, requisite, results achieved, results derived",5
1372,appropriate,"appear appropriate, appears appropriate, appropriate, appropriate type, appropriately, appropriateness, fully appropriate, inappropriate, inappropriately, inappropriateness, seem appropriate",5
1373,measure,"beauty, measurable, measure, measured, measurement, measurements, measures, measuring, medium, permute, pressure, steady source",5
1374,negative action,"decisive factor, negative action, negative portion, negative portions, positive action, remaining action, systematic rejection",5
1375,space intervals,"Planck interval, path integrals, shortest intervals, space interval, space intervals, space intervalsdiscrete, space intervalstime, space reversal",5
1376,entropy,"breakthrough, contrary, controversy, enormous, entirely, entropy, entropytime, extreme, extremely, isotropic, unknown",5
1377,exist,"axis, exhaust, exist, existed, existing, exists, resist, revisit",5
1378,allows,"allow, allow progress, allow remote, allowed, allowing, allows, arrows, axioms, borrows, flows, gas clouds, mass allows, pull-overs, well-known",5
1379,occur,"obscure, occupied, occupies, occupy, occur, occurs, voids occur",5
1380,necessarily,"mass necessarily, necessarily, necessity, needed clarity, unnecessarily, unnecessary",5
1381,gravitational interaction,"gravitation integrating, gravitational acceleration, gravitational attraction, gravitational attractions, gravitational interaction, gravitational interactions, gravitational potential, gravitationally interacting, gravitationlocal inertial, non-gravitational interaction, non-gravitational interactions",5
1382,inertial mass,"inertia based, inertial behavior, inertial forces, inertial frame, inertial frames, inertial mass, inertial masses, intermediary material, marginal impact, primordial soup, underlying basis",5
1383,assume,"assemble, assume, assumed, assuming, assure, issue, passage, passive",5
1384,conclusion,"Conclusion, collision, conclusion, conclusions, confusion, crucial revision, exclusion, intrusion",5
1385,constraint,"Cconstraint, Tconstraint, constant, constrain, constrained, constraining, constraint, constraint exists, constraint usually, constraints, constrainttime, contains, contrast, massconstraint, theconstraint, timeconstraint, withconstraint",5
1386,particular,"articulate, beautifully, circular, corpuscular, particular, particularities, particularity, particularly",5
1387,gravitational repulsion,"gravitational behavior, gravitational radiation, gravitational repulsion, gravitationally repulsive, massgravitational repulsion, spacegravitational repulsion, voidsgravitational repulsion, withgravitational repulsion",5
1388,significant,"insignificant, scientific enquiry, significance, significant, significantly",5
1389,angular,"angular, irregular, overall angular, regular, seeangular, singular, spin angular, spin seeangular",5
1390,according,"According, absorbing, accordance, according, accounting, adopting, answering, choosing, enforcing, harboring, mass according, occupying, occurring",5
1391,energy bodies,"charge bodies, charged bodies, colliding bodies, energy according, energy becomes, energy belonging, energy bodies, energy bodiesgeneral, energy boson, energy bound, energy budget, energy implies, energy obeying, energy obeys, energy problem, energy produces, energy reduces, energy remains, energy sources, energy today, energy varies, energyvoids, external forces, material bodies",5
1392,potential,"attention, decreased potential, essential, essentially, gain potential, lose potential, potential, potentially, third potential",5
1393,vacuum energy,"mattervacuum energy, occupy energy, problemvacuum energy, statevacuum energy, useful energy, vacuum consequent, vacuum energy, vacuum energytime, vacuum energyvacuum, vacuum energyvoids, vacuum pulling, vacuum requires, values nearer, withvacuum energy",5
1394,void,"Unidir, Voids, avoid, avoided, bold, build, cloud, cosmic, devoid, exotic, joint, logic, odd, rapid, rid, soup, valid, void, voids, withvoids",5
1395,quantum,"quantity, quantum",5
1396,invariance,"Invariance, covariance, covariant, importance, invariable, invariably, invariance, invariant",5
1397,reversing,"addressing, decreasing, emerging, everyone, everything, evolving, exerting, former single, governing, non-vanishing, observing, overwhelming, precession, preexisting, preserving, preventing, referring, rejecting, releasing, repelling, resulting, reversible, reversing, rules governing, traveling, travelling, traversing, witnessing",5
1398,applying,"Applying, analyzing, annoying, appealing, apply using, applying, applying PTC, building, happening, implying, laws applying, mapping, specifying",5
1399,assumption,"absorption, absurdities, assumption, assumption appears, assumption offers, assumptions, basic assumption, fall motion, suspicion, usual assumption",5
1400,validity,"Paul Dirac, ability, ambiguity, invalidate, majority, unlikely, valid exactly, validated, validity, validity opens, velocity, viability, vicinity",5
1401,hole event,"beyond event, hole event, hole vary, hole's event, holes exist, holesecond, lose heat",5
1402,hypothesis,"hypotheses, hypothesis, hypothetical",5
1403,physical parameters,"individual parameters, physical attributes, physical parameter, physical parameters, various parameters",5
1404,antiparticles,"anti-particles, antimatter particles, antiparticle, antiparticle simply, antiparticle's, antiparticles, antiparticlestime, exist particles, mass particle, mass particles, quantum particles",5
1405,energy portion,"energy direction, energy electron, energy fermions, energy particle, energy photon, energy photons, energy portion, energy portions, energy positive, energy virtual, finally mention, lesser proportion, reverses positions",5
1406,interpretation,"inherited motivation, interpretation, interpretationblack, interpretations, interpretationtime, investigation, reinterpretation, uninterrupted fermion",5
1407,opposite energy,"communicates energy, opposite effect, opposite effects, opposite energies, opposite energy, opposite growth, propagated energy",5
1408,backward,"background, backseat, backward, fall upward, sign backward",5
1409,gravitational mass,"computational methods, gravitation gravitons, gravitational dynamics, gravitational mass, gravitational masses, gravitational physics, gravitational pull",5
1410,variation,"Earth-Moon, Variation, Variations, addition, approximation, basic action, creation, duration, limitation, net variation, operation, polarization, quantization, radiation, satisfaction, usual friction, variable, variables, variabletime, variation, variational, variations, variations remain, varieties, violation",5
1411,consider,"alongside, bits per, coincide, coincidence, collide, confidence, confident, confused, consider, considerable, considered, considering, focused beam, lopsided, reconsidering, spend considerable",5
